"Tag","Class","RegistryKey","SlotCount","SlotTypes","SlotDetail"
"0x80BE1D7C","0x80809462","0xC2274B1A","25","1 1 1 3 70 30 66 61 45 45 45 45 45 45 45 66 44 44 44 44 44 60 66 66 46","1:0xD8584FF5,1:0xD9585166,1:0xDA585293,3:0x28C03966,70:0x3A2C2625,30:0x782001A9,66:0x1E45085C,61:0x0A2EDCD8,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,66:0xFCC26CB3,44:0x40EC8897,44:0x0A4A4F6C,44:0x0A4A4F6F,44:0x6C4B5624,44:0x9D3BECB8,60:0xC060B37C,66:0x14EA25DB,66:0x74216CF5,46:0xD0B4329D"
"0x80BE1DBC","0x80809462","0xA538AF85","67","65 4 23 1 1 1 3 1 1 3 1 1 1 1 3 1 1 3 1 1 1 3 1 1 3 70 30 30 30 30 30 30 45 66 66 66 60 61 61 61 45 45 45 66 66 66 60 61 45 45 45 66 45 45 45 66 66 66 44 60 61 66 44 60 45 45 66","65:0x92BF7199,4:0x00E5C295,23:0x51677A58,1:0x2EE7AE6E,1:0x2DE7ACFD,1:0x30E7B104,3:0xB7276F13,1:0xE3E19A55,1:0xE4E19BC6,3:0x3FA4CDC6,1:0x50E454DC,1:0x4FE452B3,1:0x4EE45106,1:0x4DE44F95,3:0xFE64D651,1:0x793C9CAB,1:0x7A3C9ED4,3:0x74F26724,1:0x0F7E636A,1:0x0E7E61F9,1:0x117E6600,3:0x0915F187,1:0x299A8EA1,1:0x2A9A90D2,3:0x668E7D4A,70:0x3A2C2625,30:0xCB917782,30:0x79D07449,30:0xDE264750,30:0xD0781D17,30:0x0E9537E6,30:0x2D39111D,45:0x67A7BA16,66:0x4AA4CBEA,66:0x1D9894A2,66:0xCF7F38CF,60:0x01FCBC11,61:0xE1EE47FE,61:0xE1EE47F8,61:0xE1EE47FB,45:0x67A7BA11,45:0x67A7BA17,45:0x67A7BA18,66:0x0A18B7DD,66:0xFA7C7199,66:0xAA2F8052,60:0x52792086,61:0xE1EE47FF,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,66:0x6297C973,45:0x67A7BA19,45:0x3E09E8F3,45:0x3E09E8F2,66:0x999BF87C,66:0xE55C5940,66:0x407EBC19,44:0x2166D563,60:0x540E183B,61:0xE1EE47FC,66:0x55A5CF50,44:0xE0358598,60:0xFB7BA41C,45:0x3E09E8F1,45:0x3E09E8F0,66:0xE94F"
"0x80BE1F2C","0x80809462","0x318348B8","68","4 23 4 23 4 4 4 4 43 43 43 43 43 43 1 1 1 3 1 1 1 1 3 1 1 1 3 1 1 1 3 1 1 1 1 3 70 30 31 30 30 30 30 30 44 44 60 61 48 48 48 48 48 45 45 45 45 45 45 45 45 66 66 66 66 66 44 ","4:0xABFF4616,23:0x3CE737B7,4:0x5D4FBD4C,23:0x1E0F53E1,4:0xCEA25992,4:0xCDA25861,4:0x84658805,4:0x856589B6,43:0x2A226CDE,43:0x29226AAD,43:0x5894A6B2,43:0x5794A501,43:0x1D561625,43:0x1E561856,1:0xF265E001,1:0xF365E1B2,1:0xF465E3DF,3:0x8E58302A,1:0x5DC7AB26,1:0x5CC7A9B5,1:0x5FC7AEFC,1:0x5EC7AD53,3:0xB36DD0CB,1:0x76918853,1:0x779189FC,1:0x749184B5,3:0xBB4F082C,1:0x81CB1960,1:0x7FCB164A,1:0x80CB17F7,3:0xC195B9ED,1:0x9D01BC1D,1:0x9E01BD8E,1:0xA001C0A4,1:0x9F01BF3B,3:0x7FF8600E,70:0x3A2C2625,30:0x7479378D,31:0x91A62092,30:0xA6170E31,30:0x4B82823D,30:0xF658F6BA,30:0x113E5EDF,30:0xC9DFEFBC,44:0x0628DFE2,44:0xC05B0858,60:0x2B25B3D8,61:0xE858FD73,48:0xECF1B9F0,48:0xE9F1B4A9,48:0xEAF1B6DA,48:0xE7F1B193,48:0xE8F1B33C,45:0x67A7BA16,45:0x67A7BA17,45:0x67A7BA18,45:0x67A7BA19,45:0x3E09E8F3,45:0x3E09E8F2,45:0x3E09E8F1,45:0x3E09E8F0,66:0x90861C70,66:0xC86EA3AF,66:0xC86EA3AE,66:0xC86EA3AC,66:0x39085FD5,44:0x10AFF168,"
"0x80BE202E","0x80809462","0x333F48DC","68","4 4 23 23 4 4 23 23 4 4 43 43 43 4 4 26 4 4 4 4 4 23 4 23 4 23 4 23 4 23 4 23 4 23 4 23 1 1 3 1 3 1 1 3 1 1 1 1 1 3 1 2 1 3 70 30 31 30 30 30 30 45 66 66 44 60 61 48","4:0xC634615B,4:0xC73462C4,23:0x3CE737B7,23:0x3DE73920,4:0x5D4FBD4C,4:0x5C4FBB23,23:0x1E0F53E1,23:0x1F0F5512,4:0x64498214,4:0x84F73C21,43:0x1FE978A0,43:0xB92D9F34,43:0x5F6C7C41,4:0xBFA450B0,4:0xF5E51B8B,26:0x335AFB36,4:0xFA4D729B,4:0xE4157342,4:0x8C8F3F9A,4:0x3C8ABA1C,4:0xDEEEB0C6,23:0x00D90167,4:0xDDEEAF55,23:0x01D90290,4:0xE0EEB39C,23:0xFED8FE49,4:0xDFEEB273,23:0xFFD8FFFA,4:0xE2EEB6BA,23:0xFCD8FAB3,4:0xE1EEB509,23:0xFDD8FCDC,4:0xE4EEBA50,23:0xFAD8F795,4:0xE3EEB827,23:0xFBD8F906,1:0xF265E001,1:0xF365E1B2,3:0x8E58302A,1:0x5DC7AB26,3:0xB36DD0CB,1:0xE3E19A55,1:0xE4E19BC6,3:0x3FA4CDC6,1:0x76918853,1:0x749184B5,1:0x7A918E07,1:0x75918626,1:0x779189FC,3:0xBB4F082C,1:0x2A24C4C1,2:0x6F5E91B4,1:0x60C413BE,3:0x98530F61,70:0x3A2C2625,30:0x7479378D,31:0xD4D3A7A5,30:0x79D07449,30:0x4B82823D,30:0xF658F6BA,30:0x113E5EDF,45:0x67A7BA15,66:0x90861C70,66:0x39085FD5,44:0x10AFF168,60:0x076412D7,61:0xE1EE47F8,48:0xE7F1B"
"0x80BE205C","0x80809462","0x0F5BC259","69","1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 1 1 1 4 23 70 30 30 34 30 30 30 30 30 30 30 30 30 60 45 45 66 66 44 44 60 61","1:0x2C68C7C4,3:0x70BBC0B9,1:0x3A3FD807,3:0x0BB8C7D8,1:0xC02EAC8A,3:0xE2749E27,1:0x849FA145,3:0xACB0C2D6,1:0xCD9B47DC,3:0x52655F51,1:0xC0B0A8FF,3:0x22926CD0,1:0xC197CB82,3:0x677ED51F,1:0x29AC2BDD,3:0xC4AE644E,4:0x220C505A,4:0x15227431,4:0xDF5BE0E2,4:0xA8AF2E49,4:0xBAA02BCC,4:0xB9A029A3,4:0xB8A02836,4:0xB7A02685,4:0xBEA03180,4:0xBDA03017,4:0xBCA02EEA,4:0xBBA02D79,4:0xB2A01EA4,4:0xB1A01D3B,4:0x0521CF17,4:0x0621D080,4:0x0321CC79,4:0x0421CDEA,4:0x0121C8A3,4:0x0221CACC,4:0xFF21C585,4:0x0021C736,4:0xFD21C2EF,4:0xFE21C418,4:0xFF1F871C,3:0x0A4B34B0,1:0xB999FB5F,1:0xBA99FCC8,1:0xB799F781,4:0xB69D7C28,23:0x1F02961D,70:0x3A2C2625,30:0xB8309500,30:0x246B19C3,34:0xF14F2990,30:0x98E96277,30:0x5F659D38,30:0x50AC37AB,30:0x8463F046,30:0xD0BB25F9,30:0x5F8DA250,30:0xD8C3BB23,30:0xA7F810BE,30:0xAF33AD71,60:0xB7EF77E9,45:0x3E09E8FA,45:0x3F09EA66,66:0x9D049F39,66:0x0111AFB6,44:0x2618C539,44:0xCCEFA122,60:0xA7E8409A,61:0"
"0x80BE20F2","0x80809462","0x3264509F","1","70","70:0x3A2C2625"
"0x80BE20F7","0x80809462","0x3264509C","1","70","70:0x3A2C2625"
"0x80BE20FD","0x80809462","0xA72FF515","1","70","70:0x3A2C2625"
"0x80BE21DB","0x80809462","0xD95EB746","69","1 1 1 1 3 1 1 1 1 3 1 1 1 3 1 1 1 1 3 1 1 1 1 3 1 1 1 1 3 1 1 1 1 3 1 1 1 3 1 1 1 3 1 2 23 23 23 23 23 23 23 23 23 23 23 4 4 4 4 23 23 23 23 4 70 30 30 30 30","1:0x969F486E,1:0x959F46FD,1:0x989F4B04,1:0x979F499B,3:0xFD2EDD13,1:0x24E047F7,1:0x25E04960,1:0x22E044D9,1:0x23E0464A,3:0xB5B8B468,1:0x35B419E2,1:0x34B41871,1:0x37B41CB8,3:0xCF973B7F,1:0x3039D419,1:0x3139D58A,1:0x3239D737,1:0x3339D8A0,3:0xD03C1462,1:0x2FDAF5B6,1:0x2EDAF405,1:0x30DAF723,1:0x31DAF94C,3:0xB62C54BB,1:0x2F931691,1:0x30931802,1:0x319319AF,1:0x32931BD8,3:0x95689B1A,1:0x2E424328,1:0x2B423EE1,1:0x2D4241BF,1:0x2C424012,3:0xD5210135,1:0x6D384B15,1:0x6E384C86,1:0x6F384E33,3:0xEC55A406,1:0xB9CADF40,1:0xB8CADDD7,1:0xB7CADBAA,3:0x7AE1F5CD,1:0xD766F54B,2:0x7265FD07,23:0x80A7414E,23:0x7FA73FDD,23:0x82A74464,23:0x81A742FB,23:0x3A09F4B1,23:0x3D09F9F8,23:0x3B09F622,23:0x3C09F84F,23:0xFF500F9E,23:0x0050110B,23:0x015012B4,4:0x966A4F4B,4:0x976A50F4,4:0x946A4BAD,4:0x956A4DDE,23:0xCA04FD6E,23:0xC904FBFD,23:0xCC050004,23:0xCB04FE9B,4:0xC9C122FE,70:0x3A2C2625,30:0x7479378D,30:0xF4BC4182,30:0xFD47439B,30:0xFA"
"0x80BE21E9","0x80809462","0x93CBEEED","4","4 4 4 70","4:0xBC3F7E55,4:0xB93F799C,4:0xBA3F7B0F,70:0x3A2C2625"
"0x80BE2228","0x80809462","0x9272D7E9","21","1 1 1 3 70 30 61 66 66 45 45 45 45 45 60 44 44 44 66 66 46","1:0x65B407E5,1:0x66B40916,1:0x67B40A83,3:0xDC8B5276,70:0x3A2C2625,30:0xD35DDE59,61:0x59E1B328,66:0xCC3070A5,66:0x0E81750B,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,60:0xBD9BB4EC,44:0x729CD897,44:0x729CD894,44:0x729CD895,66:0xB6672463,66:0x06A1014C,46:0x755921CD"
"0x80BE2257","0x80809462","0x242A94C8","28","1 1 1 1 1 3 70 30 61 66 66 66 66 66 45 45 45 45 45 45 45 44 44 44 44 66 60 46","1:0x503FF4EE,1:0x4F3FF37D,1:0x523FF784,1:0x543FFAA2,1:0x513FF61B,3:0xB51E6A93,70:0x3A2C2625,30:0xCEF38A02,61:0x4F8EBA7B,66:0x339FCA18,66:0x44773E9E,66:0xB9CB8294,66:0x329EA0AD,66:0x3BFEB628,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,44:0xD6455F59,44:0xD6455F58,44:0xD74560C6,44:0xD84562A9,66:0x8E9AF093,60:0xA56F8A0F,46:0x6A158C2C"
"0x80BE2285","0x80809462","0xBBBD21F4","23","1 1 1 3 70 30 66 60 66 61 45 45 45 45 45 45 45 44 44 44 66 66 46","1:0xCB8F20FE,1:0xCA8F1F4D,1:0xCD8F2394,3:0x0CED8E03,70:0x3A2C2625,30:0x33989152,66:0xBB1398A3,60:0x9A40E21F,66:0x1E9962AE,61:0xE4BDD1AB,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,44:0xC2570429,44:0xC2570428,44:0xC3570596,66:0x28B934A4,66:0xF50BC6F8,46:0xA7C06ABC"
"0x80BE22AC","0x80809462","0x0258B41A","21","1 1 1 3 70 30 66 60 66 61 45 45 45 45 45 44 44 44 66 66 46","1:0x2A7D4A86,1:0x2B7D4C33,1:0x2C7D4E5C,3:0x30359AD1,70:0x3A2C2625,30:0xE62B74D0,66:0xEE8A2B55,60:0x0A01E991,66:0x44653AA6,61:0x2B651579,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,44:0xBEFA769D,44:0xBEFA7699,44:0xBEFA769A,66:0x051AA7BC,66:0x364A216A,46:0xA50CB08A"
"0x80BE22D1","0x80809462","0x482C8699","16","1 1 3 70 30 66 61 45 45 45 60 44 44 66 66 46","1:0xC0D6E259,1:0xC1D6E3CA,3:0xC66E6622,70:0x3A2C2625,30:0x0FD053F5,66:0x32A885F0,61:0xBD450B34,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,60:0xDB9358A0,44:0xCB1E7A73,44:0xCB1E7A72,66:0x639E56CF,66:0x777B274F,46:0x27ABACE1"
"0x80BE22EF","0x80809462","0x9BACA995","21","1 1 1 3 70 30 66 66 66 45 45 45 45 45 60 44 44 44 66 61 46","1:0xA1485BE9,1:0xA2485D1A,1:0xA3485E87,3:0xCB159392,70:0x3A2C2625,30:0x2096C085,66:0x292A1769,66:0xC6CDABC0,66:0xC844799F,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,60:0xCDA27370,44:0xBBE80403,44:0xBBE80402,44:0xBBE80405,66:0x168A855F,61:0xFD165A64,46:0x661B2671"
"0x80BE2314","0x80809462","0x4B815DCC","18","3 1 1 70 30 45 45 45 45 66 44 66 44 66 60 44 61 46","3:0x48D342FF,1:0xA10AA462,1:0xA00AA2F1,70:0x3A2C2625,30:0x2E38875E,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,66:0x70E47524,44:0x706CE1DB,66:0x7062D0D8,44:0x2300C98B,66:0x4B55A137,60:0xB3F41DA3,44:0xF24D845C,61:0x837572B7,46:0x7E4CB940"
"0x80BE233C","0x80809462","0x9F701030","22","3 1 1 1 70 30 45 45 45 45 45 66 44 44 66 66 44 66 60 61 45 46","3:0x418BE4E7,1:0x3D6798CA,1:0x3F679BE0,1:0x3C679759,70:0x3A2C2625,30:0xA4F33306,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,66:0x9167021C,44:0xC871A883,44:0x50F2D2A3,66:0x2A7E98CA,66:0x2C6F62F0,44:0xA283C774,66:0x5D6533CF,60:0xB8995B5B,61:0x55FC521F,45:0x67A7BA11,46:0x54A30D38"
"0x80BE2360","0x80809462","0x46434F1E","18","1 1 3 70 30 66 45 45 45 66 44 44 44 44 60 61 66 46","1:0x82D393C4,1:0x81D3925B,3:0x7ADAE4B9,70:0x3A2C2625,30:0x341A0938,66:0xD75706DE,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,66:0x63B8D7E2,44:0xA215B5DE,44:0xDE4EDE0E,44:0xDE7D7CA1,44:0xA71E6875,60:0x8CA3E3E9,61:0xA009B401,66:0x640D51ED,46:0xBCFF9EA2"
"0x80BE238E","0x80809462","0xDD834A2E","31","3 1 1 1 1 70 30 45 45 45 45 45 45 66 66 60 66 61 66 45 66 44 44 44 44 44 44 44 45 45 46","3:0x69BFEF9D,1:0xC34FCE70,1:0xC24FCCC7,1:0xC14FCB5A,1:0xC04FC929,70:0x3A2C2625,30:0x894018CC,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,45:0x67A7BA18,45:0x67A7BA19,66:0x8C589B36,66:0x65DC7B1A,60:0x66908A15,66:0xA12CB4A9,61:0x9C1385C5,66:0x87913C00,45:0x67A7BA11,66:0xF7A4C7DF,44:0x904AC63E,44:0x904AC63F,44:0x5DB60A19,44:0x904AC632,44:0x5DB60A18,44:0x5DB60A1A,44:0x5DB60A1B,45:0x67A7BA12,45:0x67A7BA13,46:0x04C9AAFE"
"0x80BE23B5","0x80809462","0x142E4FE6","26","3 1 1 1 70 30 45 45 45 45 45 66 66 60 66 61 66 44 44 44 44 44 44 45 45 46","3:0x34CC5359,1:0x75BF0064,1:0x74BEFEFB,1:0x73BEFD4E,70:0x3A2C2625,30:0xA4AD3018,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,66:0x4EF34EC2,66:0xD98FDBBE,60:0x896B68C9,66:0xDAAB2CCD,61:0xB2C87FE1,66:0x7996BDB4,44:0x368BA82A,44:0x368BA82B,44:0x09D9BD75,44:0x368BA826,44:0x09D9BD74,44:0x09D9BD77,45:0x67A7BA11,45:0x67A7BA12,46:0x62607F82"
"0x80BE23DD","0x80809462","0x8648BDA1","26","1 1 1 1 3 70 30 60 66 61 66 66 45 45 45 45 45 45 45 44 44 44 44 66 66 46","1:0xC6B7D4ED,1:0xC7B7D61E,1:0xC8B7D78B,1:0xC9B7D934,3:0x9BF7A0BE,70:0x3A2C2625,30:0x728B8081,60:0x7F52B604,66:0xEE491B1D,61:0xD8E5B830,66:0x9B5A760E,66:0xDF624A03,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,44:0x83C8F8FF,44:0x745FF958,44:0x745FF95B,44:0x745FF959,66:0xA11E703B,66:0xC6D5D004,46:0xAAC1B9E5"
"0x80BE23FF","0x80809462","0xE0DD0E60","14","1 3 70 30 45 45 66 44 44 44 60 66 61 46","1:0xD4D95CC6,3:0xC0CE1E6B,70:0x3A2C2625,30:0xB78EB41A,45:0x67A7BA11,45:0x67A7BA12,66:0x206C9FD0,44:0xDF66D3C8,44:0xA8A9ADB4,44:0x8CE03CB7,60:0x7DB85FB7,66:0xD962EFFC,61:0x336C24D3,46:0xED5B4154"
"0x80BE2420","0x80809462","0x62632AEC","15","1 1 3 70 30 61 45 45 66 44 44 60 66 66 46","1:0x5CF28EB6,1:0x5BF28D05,3:0xB2522FBB,70:0x3A2C2625,30:0x9CA4BBCA,61:0xCCC39023,45:0x67A7BA11,45:0x67A7BA12,66:0x21CB72C0,44:0xDEC85338,44:0x8A491DC7,60:0x7E640727,66:0x750796EB,66:0xFA48B7AC,46:0xB7F5DBC4"
"0x80BE2445","0x80809462","0x967195AD","21","1 1 1 3 70 30 61 66 66 45 45 45 45 45 60 44 44 44 66 66 46","1:0xAED5C6AD,1:0xAFD5C8DE,1:0xB0D5CA4B,3:0x7B72F1FE,70:0x3A2C2625,30:0xB72650C1,61:0x93198FF0,66:0x5136D5DD,66:0xA795C3C3,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,60:0x85DA2644,44:0xAEC423B4,44:0xDAC440C4,44:0xDAC440C5,66:0x4EDEA47B,66:0x6EA0C9C4,46:0xC9A73525"
"0x80BE2460","0x80809462","0x54DAF3C1","21","1 1 1 3 70 30 61 66 66 45 45 45 45 45 60 44 44 44 66 66 46","1:0x08A05A25,1:0x09A05C56,1:0x0AA05DC3,3:0xD73B1C36,70:0x3A2C2625,30:0x29166819,61:0x5E94A568,66:0x268A5CE5,66:0xDE21114B,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,60:0xD45C9FAC,44:0xE9DA0D5C,44:0x7642FB0C,44:0x7642FB0D,66:0xE1203B23,66:0xB5FB0B8C,46:0x2568278D"
"0x80BE2475","0x80809462","0xF534D439","3","4 70 72","4:0x5292175B,70:0x3A2C2625,72:0xAE44DB7D"
"0x80BE247F","0x80809462","0x6905D54D","4","4 4 70 72","4:0xA7299056,4:0xA6298E25,70:0x3A2C2625,72:0xBE9FE67E"
"0x80BE2486","0x80809462","0x81874BEB","3","4 70 72","4:0xDA35CE7F,70:0x3A2C2625,72:0x09A2E215"
"0x80BE2490","0x80809462","0x6CB5265F","4","4 4 70 72","4:0x26FE4FE7,4:0x27FE5110,70:0x3A2C2625,72:0xF2AD01E9"
"0x80BE2497","0x80809462","0x14E65D8D","3","4 70 72","4:0x58A481E8,70:0x3A2C2625,72:0x887E2952"
"0x80BE24A1","0x80809462","0x459314DE","4","4 4 70 72","4:0x32BDD81E,4:0x31BDD6ED,70:0x3A2C2625,72:0x6229348E"
"0x80BE24A8","0x80809462","0x89CA3FCE","3","4 70 72","4:0xBFFB0504,70:0x3A2C2625,72:0xAECF3C6E"
"0x80BE24B2","0x80809462","0x8873A7A9","4","4 4 70 72","4:0x8296D4D5,4:0x8396D646,70:0x3A2C2625,72:0xC0CA0AE7"
"0x80BE24BC","0x80809462","0x0FF49E15","4","4 4 70 72","4:0x60075707,4:0x610758B0,70:0x3A2C2625,72:0x49D059E1"
"0x80BE24D2","0x80809462","0x325DD7D0","27","1 1 1 1 3 70 30 66 66 66 66 45 45 45 45 45 45 45 60 44 44 44 44 44 66 61 46","1:0x480C714E,1:0x4A0C7464,1:0x490C72FB,1:0x470C6FDD,3:0xC7BC7FF3,70:0x3A2C2625,30:0x94AF55A2,66:0x203640CD,66:0xBF21D1B4,66:0x9109F633,66:0xBB80DC48,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,60:0xDB6643AF,44:0x1F7DE582,44:0x207DE774,44:0x207DE775,44:0xBF0BDE2D,44:0x207DE776,66:0x1F1AEFBE,61:0x1BEED31B,46:0x79AE1ACC"
"0x80BE24FF","0x80809462","0x8C943A1C","23","1 1 1 3 70 30 61 66 66 45 45 45 45 45 60 44 44 44 44 44 66 66 46","1:0xC1462E9E,1:0xC34631B4,1:0xC0462D6D,3:0x2B372F23,70:0x3A2C2625,30:0x1EE285B2,61:0x5777EF8B,66:0xBDBEA683,66:0xA5322C84,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,60:0x8A0D20FF,44:0xDCC52412,44:0xDDC52584,44:0xDDC52585,44:0xF140D4FD,44:0xDDC52586,66:0xFF5EDD58,66:0x79B6D28E,46:0x99B7AF1C"
"0x80BE2509","0x80809462","0xAB5DBA27","16","1 1 3 70 30 66 61 45 45 45 60 44 44 66 66 46","1:0xAA13F62B,1:0xAB13F854,3:0xD7F44BA4,70:0x3A2C2625,30:0xD0C8AA97,66:0x198A9B6E,61:0xC018757E,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,60:0x52C9AE06,44:0x130ECAB9,44:0x130ECAB1,66:0x551327FD,66:0x66136D5D,46:0xDE012973"
"0x80BE2516","0x80809462","0x09AF5B37","20","1 1 1 3 70 30 66 66 66 45 45 45 45 60 44 44 44 66 61 46","1:0x97D5828F,1:0x98D58438,1:0x95D57FF1,3:0x71B2EE80,70:0x3A2C2625,30:0x09B25DB3,66:0xEFEBE637,66:0x34520772,66:0x0A66A481,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,60:0xD8C22D6A,44:0x3A0AC4A5,44:0x390AC331,44:0x3A0AC4AD,66:0xD609E749,61:0xB4CFF85A,46:0x741CEA17"
"0x80BE256E","0x80809462","0x6F9D9F93","21","1 1 1 3 70 30 66 61 45 45 45 45 45 66 44 44 44 60 66 66 46","1:0xABFE93A3,1:0xACFE95CC,1:0xA9FE9085,3:0x20A7699C,70:0x3A2C2625,30:0x600C3CAF,66:0xFC8E766B,61:0x370C3DF6,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,66:0x1C935E85,44:0xE6BD4525,44:0xFFDF3211,44:0xBDF8BF8E,60:0xB39CC1EE,66:0x94507396,66:0x840A4A85,46:0x1E56EC7B"
"0x80BE25BA","0x80809462","0x4BFB369B","17","1 1 3 70 30 66 45 45 45 66 44 44 44 60 61 66 46","1:0xAB603AA7,1:0xAC603CD0,3:0xBC9CE2F8,70:0x3A2C2625,30:0x7318D28B,66:0x2D83E4C9,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,66:0x16FE19B1,44:0x6D2C6E11,44:0x2ECF01A5,44:0x89A84BEA,60:0x357AF172,61:0x0FEA6892,66:0xA8732ABA,46:0x305B653F"
"0x80BE25D0","0x80809462","0x298FC7DD","25","1 2 3 26 70 34 45 45 45 45 66 66 44 44 44 44 44 44 44 48 45 45 45 72 72","1:0xC7E9887C,2:0xF09B9B2E,3:0x98530F61,26:0x4EE6FCB0,70:0x3A2C2625,34:0x7F18B0BD,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,66:0xAF38479A,66:0xCF5CE03F,44:0x58950A76,44:0xEF8780CE,44:0xD0094C16,44:0xE98777BC,44:0xEB877A82,44:0xE5877170,44:0xEF8780CF,48:0x6904CA66,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,72:0x72313C73,72:0xCF24AF09"
"0x80BE262F","0x80809462","0x48AF3C5C","61","26 1 1 1 1 1 1 1 1 3 70 34 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 66 44 44 66 44 44 44 66 44 44 66 44 44 66 66 44 44 44 44 44 44 44 44 44 44 44 66 45 45","26:0x32EA4935,1:0xC8346A4C,1:0xC7346823,1:0xC63466B6,1:0xC5346505,1:0xCC347000,1:0xCB346E97,1:0xCA346D6A,1:0xC9346BF9,3:0x98530F61,70:0x3A2C2625,34:0xA743C042,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,45:0x67A7BA18,45:0x67A7BA19,45:0x3E09E8F3,45:0x3E09E8F2,45:0x3E09E8F1,45:0x3E09E8F0,45:0x3E09E8F7,45:0x3E09E8F6,45:0x3E09E8F5,45:0x3E09E8F4,45:0x3E09E8FB,45:0x3E09E8FA,45:0x3F09EA66,45:0x3F09EA67,45:0x3F09EA64,66:0xDE686242,44:0x58950A76,44:0x9DF70729,66:0xDE686241,44:0xD0094C16,44:0xD0094C12,44:0xF10DEC8D,66:0xDE686240,44:0xD0094C15,44:0xF10DEC8E,66:0xDE686247,44:0xD0094C14,44:0xF10DEC8F,66:0xDE686246,66:0xDE686245,44:0xD0094C13,44:0x94A2C692,44:0xD0094C1E,44:0x94A2C690,44:0x94A2C693,44:0xD0094C11,44:0xD0094C10,44:0xD0094C1F,44:0xF10DEC88,44:0xF10DEC8A,44:0xF10DEC89,66:0xCF5CE03F,45:0x67A7BA11,45:0x67A7BA12"
"0x80BE266A","0x80809462","0x04F18CD8","12","4 4 4 4 4 4 4 4 4 4 4 70","4:0x8CAA74C0,4:0x80BD610A,4:0x949FB466,4:0x0E21E748,4:0x0E21E74B,4:0x0E21E74A,4:0x04CA4A77,4:0xF41D5196,4:0x92D99F3D,4:0xFBF31677,4:0x8F1F8B05,70:0x3A2C2625"
"0x80BE266E","0x80809462","0x42076A9E","1","70","70:0x3A2C2625"
"0x80BE269B","0x80809462","0xFB72F0B1","14","4 4 4 4 4 4 4 4 4 4 4 4 4 70","4:0xE64537D3,4:0x83BD4B2A,4:0x8AC97593,4:0x9EE65452,4:0xC9E05BD9,4:0xFEC7AC9E,4:0xFEC7AC9D,4:0xFEC7AC9C,4:0xB251689E,4:0xD976968C,4:0xD9C5E828,4:0x02BD0684,4:0xA2F77FCE,70:0x3A2C2625"
"0x80BE26BD","0x80809462","0x3B49F182","6","4 4 4 4 4 70","4:0x2988A1C4,4:0x2C88A69D,4:0x2B88A52A,4:0x26889D0B,4:0x25889B98,70:0x3A2C2625"
"0x80BE26E4","0x80809462","0x9313FA93","1","70","70:0x3A2C2625"
