TARGET 7ff61980f340 function=FUN_7ff61980f340@7ff61980f340

{
  char cVar1;
  uint uVar2;
  uint uVar3;
  undefined8 uVar4;
  longlong lVar5;
  longlong unaff_GS_OFFSET;
  undefined1 auStack_338 [40];
  undefined8 local_310;
  undefined **local_308;
  undefined4 local_300;
  undefined4 local_2fc;
  undefined8 local_2f8;
  undefined8 uStack_2f0;
  undefined8 local_2e8;
  undefined8 uStack_2e0;
  undefined8 local_2d8;
  undefined8 uStack_2d0;
  undefined8 local_2c8;
  undefined8 uStack_2c0;
  undefined4 local_2b8;
  undefined4 local_2b4;
  undefined4 local_2b0;
  undefined1 local_2a8 [320];
  undefined1 local_168 [320];
  ulonglong local_28;
  
  lVar5 = DAT_7ff61b282000;
  local_28 = DAT_7ff61a119a88 ^ (ulonglong)auStack_338;
  if (DAT_7ff61b282000 != 0) {
    local_310 = DAT_7ff61b282000;
    uVar2 = FUN_7ff61f324425();
    uVar3 = FUN_7ff61e2d0781();
    local_310 = CONCAT44(local_310._4_4_ ^ uVar3,(uint)lVar5 ^ uVar2);
    if (local_310 != 0) {
                    /* WARNING: Subroutine does not return */
      FUN_7ff61d00d1fb();
    }
  }
  if ((((uint)param_2[1] >> 4 & 1) == 0) && (((uint)param_2[1] >> 5 & 1) == 0)) {
    param_2[1] = param_2[1] & 0xffffffcf;
    cVar1 = FUN_7ff6183cdc50(0x13);
    if (cVar1 != '\0') {
      local_2f8 = _DAT_7ff619d1c490;
      uStack_2f0 = uRam00007ff619d1c498;
      local_2e8 = _DAT_7ff619d1d480;
      uStack_2e0 = uRam00007ff619d1d488;
      local_2d8 = _DAT_7ff619d1bf20;
      uStack_2d0 = uRam00007ff619d1bf28;
      local_2c8 = _DAT_7ff619d1be00;
      uStack_2c0 = uRam00007ff619d1be08;
      local_308 = &PTR_FUN_7ff619d11d90;
      local_300 = 0x307171f;
      local_2fc = 0x111c041a;
      local_2b8 = 0xc8dadfcb;
      local_2b4 = 0xb99fdad8;
      local_2b0 = 0xedb6a4;
      (*(code *)PTR_FUN_7ff619d11d90)(&local_308,0x140,local_2a8);
      if (*(int *)(*(longlong *)
                    (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                  0x9aa54) < DAT_7ff61b2821c4) {
        _Init_thread_header(&DAT_7ff61b2821c4);
        if (DAT_7ff61b2821c4 == -1) {
          FUN_7ff6183cd770(&DAT_7ff61b2821c0,local_2a8);
          _Init_thread_footer(&DAT_7ff61b2821c4);
        }
      }
      uVar4 = FUN_7ff618458650(param_2 + 0xf);
      FUN_7ff618102e50(local_168,local_2a8,param_1,uVar4);
                    /* WARNING: Subroutine does not return */
      thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2821c0,local_168);
    }
    if ((*(byte *)((longlong)param_2 + 10) >> 1 & 1) != 0) {
      *(ushort *)((longlong)param_2 + 10) = *(ushort *)((longlong)param_2 + 10) & 0xfffd;
      lVar5 = FUN_7ff61980af00(param_1);
      thunk_FUN_7ff618ab6c50(param_1);
      *(uint *)(lVar5 + 4) = *(uint *)(lVar5 + 4) & 0xfffffffe;
    }
  }
  else if (*param_2 == 1) {
    cVar1 = FUN_7ff6183cdc50(0x13);
    if (cVar1 != '\0') {
      local_2f8 = _DAT_7ff619d1c490;
      uStack_2f0 = uRam00007ff619d1c498;
      local_2d8 = _DAT_7ff619d1bdd0;
      uStack_2d0 = uRam00007ff619d1bdd8;
      local_308 = &PTR_FUN_7ff619d13458;
      local_300 = 0x307171f;
      local_2fc = 0x111c041a;
      local_2e8 = _DAT_7ff619d1d480;
      uStack_2e0 = uRam00007ff619d1d488;
      local_2c8 = 0x81c0c2c5d8d9cc;
      (*(code *)PTR_FUN_7ff619d13458)(&local_308,0x140,local_2a8);
      if (*(int *)(*(longlong *)
                    (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                  0x9aa54) < DAT_7ff61b2821cc) {
        _Init_thread_header(&DAT_7ff61b2821cc);
        if (DAT_7ff61b2821cc == -1) {
          FUN_7ff6183cd770(&DAT_7ff61b2821c8,local_2a8);
          _Init_thread_footer(&DAT_7ff61b2821cc);
        }
      }
      uVar4 = FUN_7ff618458650(param_2 + 0x15f);
      FUN_7ff618102e50(local_168,local_2a8,param_1,uVar4);
                    /* WARNING: Subroutine does not return */
      thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2821c8,local_168);
    }
    FUN_7ff61980fc20(param_1);
  }
  else {
    cVar1 = FUN_7ff61844f850(param_2 + 0x15f);
    if (cVar1 != '\0') {
      FUN_7ff618459ec0(param_2 + 0x15f);
    }
    cVar1 = FUN_7ff6183cdc50();
    if (cVar1 != '\0') {
      local_2f8 = _DAT_7ff619d1c490;
      uStack_2f0 = uRam00007ff619d1c498;
      uStack_2c0 = (ulonglong)uStack_2c0._7_1_ << 0x38;
      local_2d8 = _DAT_7ff619d1a9f0;
      uStack_2d0 = uRam00007ff619d1a9f8;
      local_308 = &PTR_FUN_7ff619d13310;
      local_300 = 0x307171f;
      local_2fc = 0x111c041a;
      local_2e8 = _DAT_7ff619d1c930;
      uStack_2e0 = uRam00007ff619d1c938;
      local_2c8 = 0xd5dc8ecac2c2decc;
      uStack_2c0 = CONCAT26(uStack_2c0._6_2_,0x98dbdbdac1c2);
      (*(code *)PTR_FUN_7ff619d13310)(&local_308,0x140,local_2a8);
      if (*(int *)(*(longlong *)
                    (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                  0x9aa54) < DAT_7ff61b2821d4) {
        _Init_thread_header(&DAT_7ff61b2821d4);
        if (DAT_7ff61b2821d4 == -1) {
          FUN_7ff6183cd770(&DAT_7ff61b2821d0,local_2a8);
          _Init_thread_footer(&DAT_7ff61b2821d4);
        }
      }
      uVar4 = FUN_7ff618458650(param_2 + 0xb7);
      FUN_7ff618102e50(local_168,local_2a8,param_1,uVar4);
                    /* WARNING: Subroutine does not return */
      thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2821d0,local_168);
    }
    *(ushort *)(param_2 + 2) = *(ushort *)(param_2 + 2) | 1;
    uRam0000000000000000 = uRam0000000000000000 | 1;
    thunk_FUN_7ff618ab6fc0(param_1,param_2 + 0x15a,&LAB_7ff619809890);
  }
  return;
}


============================================================
FUNCTION FUN_7ff61980b460@7ff61980b460 size=343

undefined8 FUN_7ff61980b460(int param_1,char param_2,undefined8 *param_3)

{
  uint uVar1;
  undefined8 uVar2;
  longlong lVar3;
  
  lVar3 = FUN_7ff61980af00();
  if ((param_1 == -1) || (uVar1 = *(uint *)(lVar3 + 4), (uVar1 >> 4 & 1) == 0)) {
    return 0;
  }
  if (param_3 != (undefined8 *)0x0) {
    if (((param_2 != '\0') && (((byte)uVar1 & 0xc0) == 0xc0)) && ((uVar1 >> 9 & 1) == 0)) {
      uVar2 = *(undefined8 *)(lVar3 + 0x956);
      *param_3 = *(undefined8 *)(lVar3 + 0x94e);
      param_3[1] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x966);
      param_3[2] = *(undefined8 *)(lVar3 + 0x95e);
      param_3[3] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x976);
      param_3[4] = *(undefined8 *)(lVar3 + 0x96e);
      param_3[5] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x986);
      param_3[6] = *(undefined8 *)(lVar3 + 0x97e);
      param_3[7] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x996);
      param_3[8] = *(undefined8 *)(lVar3 + 0x98e);
      param_3[9] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x9a6);
      param_3[10] = *(undefined8 *)(lVar3 + 0x99e);
      param_3[0xb] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x9b6);
      param_3[0xc] = *(undefined8 *)(lVar3 + 0x9ae);
      param_3[0xd] = uVar2;
      uVar2 = *(undefined8 *)(lVar3 + 0x9c6);
      param_3[0xe] = *(undefined8 *)(lVar3 + 0x9be);
      param_3[0xf] = uVar2;
      return 1;
    }
    uVar2 = *(undefined8 *)(lVar3 + 0x584);
    *param_3 = *(undefined8 *)(lVar3 + 0x57c);
    param_3[1] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x594);
    param_3[2] = *(undefined8 *)(lVar3 + 0x58c);
    param_3[3] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x5a4);
    param_3[4] = *(undefined8 *)(lVar3 + 0x59c);
    param_3[5] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x5b4);
    param_3[6] = *(undefined8 *)(lVar3 + 0x5ac);
    param_3[7] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x5c4);
    param_3[8] = *(undefined8 *)(lVar3 + 0x5bc);
    param_3[9] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x5d4);
    param_3[10] = *(undefined8 *)(lVar3 + 0x5cc);
    param_3[0xb] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x5e4);
    param_3[0xc] = *(undefined8 *)(lVar3 + 0x5dc);
    param_3[0xd] = uVar2;
    uVar2 = *(undefined8 *)(lVar3 + 0x5f4);
    param_3[0xe] = *(undefined8 *)(lVar3 + 0x5ec);
    param_3[0xf] = uVar2;
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff61980b5c0@7ff61980b5c0 size=336

ushort * FUN_7ff61980b5c0(ushort *param_1,undefined4 param_2)

{
  ushort uVar1;
  uint uVar2;
  longlong lVar3;
  
  lVar3 = FUN_7ff61980af00(param_2);
  *param_1 = 0;
  uVar2 = *(uint *)(lVar3 + 4);
  if ((uVar2 >> 4 & 1) != 0) {
    *param_1 = 2;
  }
  if ((uVar2 >> 5 & 1) != 0) {
    *param_1 = *param_1 | 4;
  }
  uVar1 = *(ushort *)(lVar3 + 8);
  if ((((byte)uVar1 >> 2 & 1) != 0) || ((*(byte *)(lVar3 + 10) >> 2 & 1) != 0)) {
    *param_1 = *param_1 | 1;
  }
  if ((uVar2 >> 6 & 1) != 0) {
    *param_1 = *param_1 | 8;
  }
  if ((uVar2 >> 7 & 1) != 0) {
    *param_1 = *param_1 | 0x10;
  }
  if ((((byte)uVar1 >> 5 & 1) != 0) || ((*(byte *)(lVar3 + 10) >> 5 & 1) != 0)) {
    *param_1 = *param_1 | 8;
  }
  if ((uVar2 >> 0xb & 1) != 0) {
    *param_1 = *param_1 | 0x40;
  }
  if ((uVar2 >> 0xc & 1) != 0) {
    *param_1 = *param_1 | 0x80;
  }
  if ((uVar2 >> 10 & 1) != 0) {
    *param_1 = *param_1 | 0x20;
  }
  if (((uVar1 >> 0xb & 1) != 0) || ((*(ushort *)(lVar3 + 10) >> 0xb & 1) != 0)) {
    *param_1 = *param_1 | 0x100;
  }
  if ((uVar2 >> 0xd & 1) != 0) {
    *param_1 = *param_1 | 0x200;
  }
  if ((uVar2 >> 0xe & 1) != 0) {
    *param_1 = *param_1 | 0x400;
  }
  if (((uVar1 >> 10 & 1) != 0) || ((*(ushort *)(lVar3 + 10) >> 10 & 1) != 0)) {
    *param_1 = *param_1 | 0x800;
  }
  if ((uVar2 >> 0xf & 1) != 0) {
    *param_1 = *param_1 | 0x1000;
  }
  if ((uVar2 >> 0x10 & 1) != 0) {
    *param_1 = *param_1 | 0x2000;
  }
  return param_1;
}


============================================================
FUNCTION FUN_7ff61980fc20@7ff61980fc20 size=208

void FUN_7ff61980fc20(undefined4 param_1)

{
  longlong lVar1;
  longlong lVar2;
  longlong *plVar3;
  byte bVar4;
  
  lVar1 = FUN_7ff61980af00();
  lVar2 = FUN_7ff61980af00(param_1);
  bVar4 = 0;
  if (*(char *)(lVar2 + 0x9d4) != '\0') {
    bVar4 = *(byte *)(lVar2 + 0x56c) & 1;
  }
  if (bVar4 != 0) {
    plVar3 = (longlong *)FUN_7ff618f87c70();
    (**(code **)(*plVar3 + 0x30))(plVar3,param_1);
    *(undefined1 *)(lVar1 + 0x9d4) = 0;
  }
  *(uint *)(lVar1 + 4) = *(uint *)(lVar1 + 4) & 0xffffffcf;
  if ((*(byte *)(lVar1 + 10) >> 1 & 1) != 0) {
    *(ushort *)(lVar1 + 10) = *(ushort *)(lVar1 + 10) & 0xfffd;
    lVar1 = FUN_7ff61980af00(param_1);
    thunk_FUN_7ff618ab6c50(param_1);
    *(uint *)(lVar1 + 4) = *(uint *)(lVar1 + 4) & 0xfffffffe;
    return;
  }
  FUN_7ff6198ee862(lVar1 + 0x94e,0,0x80);
  FUN_7ff6198ee862(lVar1 + 0x568,0,0x2a0);
  FUN_7ff6198ee862(lVar1 + 0x2c8,0,0x2a0);
  return;
}


============================================================
FUNCTION FUN_7ff619810b60@7ff619810b60 size=3910

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */
/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

char FUN_7ff619810b60(undefined4 param_1,longlong param_2,int *param_3,undefined1 *param_4)

{
  undefined2 uVar1;
  undefined4 uVar2;
  char cVar3;
  char cVar4;
  ushort uVar5;
  int *piVar6;
  undefined8 uVar7;
  uint uVar8;
  int iVar9;
  longlong lVar10;
  undefined1 uVar11;
  int *piVar12;
  ulonglong uVar13;
  ulonglong uVar14;
  ushort *puVar15;
  ulonglong uVar16;
  ushort *puVar17;
  ulonglong uVar18;
  longlong unaff_GS_OFFSET;
  undefined1 auStack_418 [32];
  int *local_3f8;
  undefined8 local_3f0;
  undefined1 local_3e8;
  int local_3e4;
  undefined4 local_3e0;
  int local_3dc;
  int local_3d8;
  ulonglong local_3d0;
  longlong local_3c8;
  longlong local_3c0;
  ushort *local_3b8;
  int *local_3b0;
  longlong *local_3a8;
  int *local_3a0;
  undefined1 *local_398;
  undefined **local_388;
  undefined4 local_380;
  undefined4 local_37c;
  undefined8 local_378;
  undefined8 uStack_370;
  undefined8 local_368;
  undefined8 uStack_360;
  undefined8 local_358;
  undefined8 uStack_350;
  undefined8 local_348;
  undefined8 uStack_340;
  undefined8 local_338;
  undefined8 uStack_330;
  undefined8 local_328;
  ulonglong uStack_320;
  undefined2 local_318;
  undefined1 local_316;
  undefined8 local_308;
  undefined8 uStack_300;
  undefined8 local_2f8;
  undefined8 uStack_2f0;
  undefined8 local_2e8;
  undefined8 uStack_2e0;
  undefined1 local_2d8 [320];
  undefined1 local_198 [320];
  ulonglong local_58;
  
  local_58 = DAT_7ff61a119a88 ^ (ulonglong)auStack_418;
  local_3e0 = param_1;
  local_3c8 = param_2;
  local_3a0 = param_3;
  local_398 = param_4;
  piVar6 = (int *)FUN_7ff61980af00();
  uVar16 = 0;
  local_3e4 = 0;
  local_3d8 = 0;
  puVar17 = (ushort *)(piVar6 + 0x32);
  local_3e8 = 0;
  local_3b8 = puVar17;
  local_3b0 = piVar6;
  cVar3 = FUN_7ff6183cdc50(0x13,2);
  uVar14 = (ulonglong)DAT_7ff61b37f0e0;
  if (cVar3 != '\0') {
    local_378 = _DAT_7ff619d1c490;
    uStack_370 = uRam00007ff619d1c498;
    local_368 = _DAT_7ff619d1c480;
    uStack_360 = uRam00007ff619d1c488;
    local_358 = _DAT_7ff619d1bb00;
    uStack_350 = uRam00007ff619d1bb08;
    local_348 = _DAT_7ff619d1c3d0;
    uStack_340 = uRam00007ff619d1c3d8;
    local_316 = 0;
    local_338 = _DAT_7ff619d1a4a0;
    uStack_330 = uRam00007ff619d1a4a8;
    local_328 = _DAT_7ff619d1cfa0;
    uStack_320 = uRam00007ff619d1cfa8;
    local_388 = &PTR_FUN_7ff619d134c0;
    local_380 = 0x307171f;
    local_37c = 0x111c041a;
    local_318 = 0xf4f7;
    (*(code *)PTR_FUN_7ff619d134c0)(&local_388,0x140,local_2d8);
    if ((*(int *)(*(longlong *)(*(longlong *)(unaff_GS_OFFSET + 0x58) + uVar14 * 8) + 0x9aa54) <
         DAT_7ff61b2820ac) && (_Init_thread_header(&DAT_7ff61b2820ac), DAT_7ff61b2820ac == -1)) {
      FUN_7ff6183cd770(&DAT_7ff61b2820a8,local_2d8);
      _Init_thread_footer(&DAT_7ff61b2820ac);
    }
    uVar2 = *(undefined4 *)(param_2 + 0xe0e0);
    uVar7 = FUN_7ff618458650(piVar6 + 0x15f);
    local_3f8 = (int *)CONCAT44(local_3f8._4_4_,uVar2);
    FUN_7ff618102e50(local_198,local_2d8,param_1,uVar7);
                    /* WARNING: Subroutine does not return */
    thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2820a8,local_198);
  }
  FUN_7ff6198ee862(puVar17,0);
  local_3dc = -1;
  uVar13 = uVar16;
  do {
    iVar9 = (int)uVar13;
    if ((*(uint *)(param_2 + 0x3b5c) & 1 << ((byte)uVar13 & 0x1f)) != 0) break;
    uVar8 = (int)uVar13 + 1;
    uVar13 = (ulonglong)uVar8;
    iVar9 = local_3dc;
  } while ((int)uVar8 < 0x20);
  local_3dc = iVar9;
  lVar10 = (longlong)local_3dc;
  local_3c0 = lVar10;
  if (lVar10 != -1) {
    local_3d0 = 0;
    local_3a8 = (longlong *)(*(longlong *)(unaff_GS_OFFSET + 0x58) + uVar14 * 8);
    do {
      uVar13 = 0;
      param_2 = param_2 + lVar10 * 0x1a8;
      local_308 = *(undefined8 *)(param_2 + 0x3c00);
      uStack_300 = *(undefined8 *)(param_2 + 0x3c08);
      uVar1 = *(undefined2 *)(param_2 + 0x3c30);
      local_2f8 = *(undefined8 *)(param_2 + 0x3c10);
      uStack_2f0 = *(undefined8 *)(param_2 + 0x3c18);
      local_2e8 = *(undefined8 *)(param_2 + 0x3c20);
      uStack_2e0 = *(undefined8 *)(param_2 + 0x3c28);
      local_3c0 = lVar10;
      cVar3 = FUN_7ff618e45b70(&local_308);
      uVar14 = local_3d0;
      if (cVar3 != '\0') {
        uVar8 = 0;
        if (0 < (longlong)uVar16) {
          puVar15 = local_3b8 + 4;
          uVar18 = uVar13;
          do {
            uVar8 = (uint)uVar18;
            lVar10 = FUN_7ff6183dadd0(&local_308);
            uVar16 = local_3d0;
            piVar6 = local_3b0;
            if (lVar10 == *(longlong *)puVar15) break;
            uVar8 = uVar8 + 1;
            uVar18 = (ulonglong)uVar8;
            uVar13 = uVar13 + 1;
            puVar15 = puVar15 + 8;
          } while ((longlong)uVar13 < (longlong)uVar14);
        }
        iVar9 = local_3d8;
        param_1 = local_3e0;
        if (local_3d8 <= (int)uVar8) {
          uVar7 = FUN_7ff6183dadd0(&local_308);
          *(undefined8 *)(puVar17 + 4) = uVar7;
          *puVar17 = *puVar17 | 1;
          if (((byte)uVar1 >> 4 & 1) == 0) {
            uVar5 = *puVar17 & 0xfffb;
          }
          else {
            uVar5 = *puVar17 | 4;
          }
          *puVar17 = uVar5;
          if (*(char *)(param_2 + 0x3b78) == '\0') {
            *puVar17 = *puVar17 | 2;
          }
          else {
            *puVar17 = *puVar17 & 0xfffd;
          }
          cVar3 = FUN_7ff6183cdc50(0x13,1);
          if (cVar3 != '\0') {
            local_378 = _DAT_7ff619d1c490;
            uStack_370 = uRam00007ff619d1c498;
            local_368 = _DAT_7ff619d1a200;
            uStack_360 = uRam00007ff619d1a208;
            uStack_330._6_2_ = (ushort)((ulonglong)uStack_330 >> 0x30) & 0xff00;
            local_358 = _DAT_7ff619d1bd60;
            uStack_350 = uRam00007ff619d1bd68;
            local_348 = _DAT_7ff619d19240;
            uStack_340 = uRam00007ff619d19248;
            local_388 = &PTR_FUN_7ff619d0eaa0;
            local_380 = 0x307171f;
            local_37c = 0x111c041a;
            local_338 = 0xb88f999dd8d2cfc1;
            uStack_330 = CONCAT26(uStack_330._6_2_,0xe8e2bcafaee4);
            (*(code *)PTR_FUN_7ff619d0eaa0)(&local_388,0x140,local_2d8);
            if ((*(int *)(*local_3a8 + 0x9aa54) < DAT_7ff61b2820b4) &&
               (_Init_thread_header(&DAT_7ff61b2820b4), DAT_7ff61b2820b4 == -1)) {
              FUN_7ff6183cd770(&DAT_7ff61b2820b0,local_2d8);
              _Init_thread_footer(&DAT_7ff61b2820b4);
            }
            uVar7 = FUN_7ff618458650(piVar6 + 0x15f);
            local_3f0 = *(undefined8 *)(puVar17 + 4);
            local_3f8 = (int *)CONCAT44(local_3f8._4_4_,iVar9);
            FUN_7ff618102e50(local_198,local_2d8,local_3e0,uVar7);
                    /* WARNING: Subroutine does not return */
            thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2820b0,local_198);
          }
          local_3d8 = iVar9 + 1;
          uVar16 = uVar16 + 1;
          puVar17 = puVar17 + 8;
          local_3d0 = uVar16;
          param_1 = local_3e0;
        }
      }
      iVar9 = local_3dc + 1;
      lVar10 = -1;
      local_3dc = -1;
      if (iVar9 < 0x20) {
        do {
          local_3c0 = local_3c0 + 1;
          lVar10 = local_3c0;
          local_3dc = iVar9;
          if ((*(uint *)(local_3c8 + 0x3b5c) & 1 << ((byte)iVar9 & 0x1f)) != 0) break;
          iVar9 = iVar9 + 1;
          lVar10 = -1;
          local_3dc = -1;
        } while (iVar9 < 0x20);
      }
      param_2 = local_3c8;
    } while (lVar10 != -1);
    uVar14 = (ulonglong)DAT_7ff61b37f0e0;
    local_3c0 = -1;
  }
  iVar9 = 0;
  if (piVar6[0x252] == 0) {
    cVar3 = FUN_7ff619802610(param_1);
    if (cVar3 == '\0') {
      cVar3 = '\x01';
    }
    else {
      if (0 < piVar6[0x252]) {
        lVar10 = *(longlong *)(unaff_GS_OFFSET + 0x58);
        piVar12 = piVar6 + 0x202;
        do {
          cVar3 = FUN_7ff6183cdc50(0x13,2);
          if (cVar3 != '\0') {
            local_378 = _DAT_7ff619d1c490;
            uStack_370 = uRam00007ff619d1c498;
            local_368 = _DAT_7ff619d1cf60;
            uStack_360 = uRam00007ff619d1cf68;
            local_358 = _DAT_7ff619d1a900;
            uStack_350 = uRam00007ff619d1a908;
            local_348 = _DAT_7ff619d1a840;
            uStack_340 = uRam00007ff619d1a848;
            local_388 = &PTR_FUN_7ff619d132d0;
            local_380 = 0x307171f;
            local_37c = 0x111c041a;
            local_338 = 0xe5c78e9a9cdfd3cc;
            uStack_330 = CONCAT26(uStack_330._6_2_,0xebe3bbaead);
            (*(code *)PTR_FUN_7ff619d132d0)(&local_388,0x140,local_2d8);
            if ((*(int *)(*(longlong *)(lVar10 + uVar14 * 8) + 0x9aa54) < DAT_7ff61b2820c4) &&
               (_Init_thread_header(&DAT_7ff61b2820c4), DAT_7ff61b2820c4 == -1)) {
              FUN_7ff6183cd770(&DAT_7ff61b2820c0,local_2d8);
              _Init_thread_footer(&DAT_7ff61b2820c4);
            }
            uVar7 = FUN_7ff618458650(piVar6 + 0x15f);
            local_3f8 = *(int **)piVar12;
            FUN_7ff618102e50(local_198,local_2d8,param_1,uVar7);
                    /* WARNING: Subroutine does not return */
            thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2820c0,local_198);
          }
          iVar9 = iVar9 + 1;
          piVar12 = piVar12 + 2;
        } while (iVar9 < piVar6[0x252]);
      }
      if (*piVar6 == 3) {
        local_3f8 = (int *)CONCAT44(local_3f8._4_4_,piVar6[0x252]);
        cVar3 = switchD_7ff618a6a31b::caseD_0(param_1,piVar6 + 0xb2,piVar6 + 0x202,piVar6 + 0x242);
      }
      else {
        cVar3 = '\x01';
      }
      FUN_7ff619810850(param_1);
      if (cVar3 == '\0') goto LAB_7ff619811243;
    }
    iVar9 = 0;
    if (*piVar6 == 3) {
      if (((uint)piVar6[1] >> 0x12 & 1) == 0) {
        cVar3 = switchD_7ff618a6ba28::caseD_2f(param_1,piVar6 + 10,piVar6 + 0x15a);
        uVar16 = (ulonglong)DAT_7ff61b37f0e0;
        if (cVar3 == '\0') {
          local_3e4 = 1;
        }
        if (((uint)piVar6[1] >> 0x11 & 1) != 0) {
          piVar6[1] = piVar6[1] | 0x40000;
          FUN_7ff619810260(param_1);
          goto LAB_7ff6198114c4;
        }
      }
      else {
        cVar4 = FUN_7ff6183cdc50();
        if (cVar4 != '\0') {
          local_378 = _DAT_7ff619d1c490;
          uStack_370 = uRam00007ff619d1c498;
          local_368 = _DAT_7ff619d1ce20;
          uStack_360 = uRam00007ff619d1ce28;
          uStack_330._4_4_ = (uint)((ulonglong)uStack_330 >> 0x20) & 0xffffff00;
          local_358 = _DAT_7ff619d1b2d0;
          uStack_350 = uRam00007ff619d1b2d8;
          local_348 = _DAT_7ff619d1ba90;
          uStack_340 = uRam00007ff619d1ba98;
          local_388 = &PTR_FUN_7ff619d133f8;
          local_380 = 0x307171f;
          local_37c = 0x111c041a;
          local_338 = 0xa3d0d29dcfd29ad7;
          uStack_330 = CONCAT44(uStack_330._4_4_,0xeaa7a7aa);
          (*(code *)PTR_FUN_7ff619d133f8)(&local_388,0x140,local_2d8);
          if ((*(int *)(*(longlong *)
                         (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                       0x9aa54) < DAT_7ff61b2820d4) &&
             (_Init_thread_header(&DAT_7ff61b2820d4), DAT_7ff61b2820d4 == -1)) {
            FUN_7ff6183cd770(&DAT_7ff61b2820d0,local_2d8);
            _Init_thread_footer(&DAT_7ff61b2820d4);
          }
          uVar7 = FUN_7ff618458650(piVar6 + 0x15f);
          FUN_7ff618102e50(local_198,local_2d8,param_1,uVar7);
                    /* WARNING: Subroutine does not return */
          thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2820d0,local_198);
        }
        uVar16 = (ulonglong)DAT_7ff61b37f0e0;
      }
      FUN_7ff619810260(param_1);
    }
    else {
      uVar16 = (ulonglong)DAT_7ff61b37f0e0;
    }
LAB_7ff6198114c4:
    if (cVar3 != '\0') {
      if (piVar6[0x252] == 0) {
        cVar4 = FUN_7ff6198023e0(param_1);
        if (cVar4 != '\0') {
          if (0 < piVar6[0x252]) {
            lVar10 = *(longlong *)(unaff_GS_OFFSET + 0x58);
            piVar12 = piVar6 + 0x202;
            do {
              cVar4 = FUN_7ff6183cdc50(0x13);
              if (cVar4 != '\0') {
                local_378 = _DAT_7ff619d1c490;
                uStack_370 = uRam00007ff619d1c498;
                local_368 = _DAT_7ff619d1cf60;
                uStack_360 = uRam00007ff619d1cf68;
                local_358 = _DAT_7ff619d1b4f0;
                uStack_350 = uRam00007ff619d1b4f8;
                local_348 = _DAT_7ff619d1b5f0;
                uStack_340 = uRam00007ff619d1b5f8;
                local_388 = &PTR_FUN_7ff619d11d90;
                local_380 = 0x307171f;
                local_37c = 0x111c041a;
                local_338 = 0xacd39bc58c9c9add;
                uStack_330 = CONCAT44(uStack_330._4_4_,0xede5b9);
                (*(code *)PTR_FUN_7ff619d11d90)(&local_388,0x140,local_2d8);
                if ((*(int *)(*(longlong *)(lVar10 + uVar16 * 8) + 0x9aa54) < DAT_7ff61b2820ec) &&
                   (_Init_thread_header(&DAT_7ff61b2820ec), DAT_7ff61b2820ec == -1)) {
                  FUN_7ff6183cd770(&DAT_7ff61b2820e8,local_2d8);
                  _Init_thread_footer(&DAT_7ff61b2820ec);
                }
                uVar7 = FUN_7ff618458650(piVar6 + 0x15f);
                local_3f8 = *(int **)piVar12;
                FUN_7ff618102e50(local_198,local_2d8,param_1,uVar7);
                    /* WARNING: Subroutine does not return */
                thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b2820e8,local_198);
              }
              iVar9 = iVar9 + 1;
              piVar12 = piVar12 + 2;
            } while (iVar9 < piVar6[0x252]);
          }
          if (*piVar6 == 3) {
            local_3f8 = piVar6 + 0x24a;
            local_3f0 = CONCAT44(local_3f0._4_4_,piVar6[0x252]);
            cVar3 = switchD_7ff618a6ba28::caseD_2f
